City_ID,City,Cloudiness,Country,Datetime,Humidity,Lat,Lng,Max Temp,Wind Speed
443,san policarpo,55,PH,1639907326,84,12.1791,125.5072,27.11,4.6
444,chemax,61,MX,1639907327,99,20.65,-87.9333,20.95,0.9
445,ube,75,JP,1639907328,53,33.9431,131.2511,8.46,2.06
446,ballybofey,11,IE,1639907328,95,54.8,-7.7833,4.86,1.18
447,oussouye,74,SN,1639907329,38,12.485,-16.5469,24.1,7.92
448,mujiayingzi,0,CN,1639907330,50,42.1167,118.7833,-2.82,4.83
449,wanning,100,CN,1639907331,89,18.8003,110.3967,19.16,7.6
450,laichingen,0,DE,1639907336,84,48.4894,9.6861,-0.1,1.35
451,nhulunbuy,100,AU,1639907392,66,-12.2333,136.7667,30.34,3.6
452,najran,8,SA,1639907393,14,17.4924,44.1277,27.36,1.84
453,fairbanks,90,US,1639907269,85,64.8378,-147.7164,-9.02,1.54
454,salina cruz,34,MX,1639907394,80,16.1667,-95.2,23.95,2.73
455,flinders,100,AU,1639907395,54,-34.5833,150.8552,26.21,3.58
456,upernavik,100,GL,1639907395,63,72.7868,-56.1549,-1.22,2.59
457,mayo,90,US,1639907396,68,38.8876,-76.5119,12.02,3.58
458,natal,40,BR,1639907397,78,-5.795,-35.2094,27.12,4.63
459,yangambi,86,CD,1639907398,75,0.8102,24.4336,27.74,1.25
461,siniscola,3,IT,1639907399,40,40.5719,9.6922,10.75,0.68
462,kampene,94,CD,1639907400,74,-3.6,26.6667,25.31,1.18
463,porto novo,69,BJ,1639907400,21,6.4965,2.6036,26.9,2.88
464,bayir,99,TR,1639907401,100,37.2687,28.2167,9.29,2.82
465,beloha,100,MG,1639907402,50,-25.1667,45.05,23.3,5.78
466,riyadh,98,SA,1639906670,21,24.6877,46.7219,26.08,3.21
467,priladozhskiy,100,RU,1639907403,91,59.85,31.4833,-0.48,4.83
468,batsfjord,98,NO,1639907404,88,70.6345,29.7185,-4.19,4.96
469,panaba,58,MX,1639907405,95,21.2833,-88.2667,21.25,1.73
470,oriximina,100,BR,1639907405,94,-1.7656,-55.8661,23.54,1.25
471,bosaso,20,SO,1639907406,74,11.2842,49.1816,26.99,3.6
472,watertown,90,US,1639907230,93,42.3709,-71.1828,6.64,0.89
474,san pedro,75,PH,1639907408,90,14.35,121.0167,26.31,1.54
475,pouso alegre,84,BR,1639907409,91,-22.23,-45.9364,17.44,1.14
476,imbituba,87,BR,1639907410,73,-28.24,-48.6703,21.57,3.55
477,coruripe,21,BR,1639907282,69,-10.1256,-36.1756,27.27,5.7
478,patiya,0,BD,1639907411,50,22.2931,91.9762,25.97,5.66
479,sidi ali,64,DZ,1639907412,55,36.0998,0.4206,13.39,2.55
480,la rioja,1,ES,1639907412,63,42.25,-2.5,-2.12,1.12
481,mandal,0,IN,1639907413,15,25.45,74.5667,19.97,1.6
482,haines junction,100,CA,1639907414,84,60.7522,-137.5108,-21.03,0.51
483,oktyabrskiy,100,RU,1639907415,96,54.4815,53.471,-3.37,2.2
484,poum,0,NC,1639907415,78,-20.2333,164.0167,26.47,4.86
485,agustin codazzi,100,CO,1639907416,71,10.0341,-73.2361,23.42,1.67
486,green river,15,US,1639907417,75,41.5286,-109.4662,-6.78,1.17
487,kokopo,100,PG,1639907418,83,-4.352,152.2633,25.85,1.35
488,akyab,1,MM,1639907419,58,20.15,92.9,24.7,4.04
489,grand-santi,83,GF,1639907419,100,4.25,-54.3833,21.81,0.95
490,guarapari,87,BR,1639907420,86,-20.6667,-40.4975,23.27,4.16
492,rwamagana,56,RW,1639907422,71,-1.9487,30.4347,21.69,1.84
493,teknaf,1,BD,1639907422,57,20.8624,92.3058,24.21,5.77
494,srednekolymsk,100,RU,1639907423,97,67.45,153.6833,-35.29,3.67
496,krasnyy chikoy,100,RU,1639907424,97,50.3643,108.7512,-12.03,0.87
497,longjiang,20,CN,1639907425,83,47.3303,123.1836,-13.94,2.77
498,kailua,75,US,1639907426,74,21.4022,-157.7394,23.99,5.14
499,veraval,13,IN,1639907427,41,20.9,70.3667,26.15,1.63
500,savannakhet,75,LA,1639907487,44,16.566,104.751,27.01,2.06
501,naraina,0,IN,1639907488,9,26.7833,75.2,21.08,1.33
502,medea,23,DZ,1639907489,56,36.2642,2.7539,5.25,1.83
503,rumoi,99,JP,1639907490,79,43.9344,141.6428,-2.99,4.33
505,atambua,91,ID,1639907491,82,-9.1061,124.8925,25.83,0.76
506,tura,0,IN,1639907492,52,25.5198,90.2201,20.72,2.33
507,saint-jean-de-luz,0,FR,1639907492,87,43.3891,-1.6581,11.21,1.03
508,tupik,100,RU,1639907493,97,54.4253,119.9327,-20.87,1.04
510,buritis,96,BR,1639907494,93,-15.6178,-46.4233,22.3,0.69
511,arrecife,20,ES,1639907495,77,28.963,-13.5477,19.04,1.54
512,okha,74,RU,1639907496,87,53.5739,142.9478,-19.74,6.14
513,wamba,11,NG,1639907497,20,8.9333,8.6,30.38,2.07
514,sibut,80,CF,1639907497,20,5.718,19.0739,33.77,2.47
515,san patricio,88,US,1639907498,56,28.017,-97.5169,12.69,6.53
517,mao,75,ES,1639907499,71,39.8885,4.2658,12.31,1.03
518,omboue,76,GA,1639907500,66,-1.5746,9.2618,30.36,2.0
519,siocon,39,PH,1639907501,88,7.7061,122.1353,26.75,3.82
520,dunedin,100,NZ,1639907502,66,-45.8742,170.5036,17.49,2.96
521,dalby,2,AU,1639907503,42,-27.1833,151.2667,25.39,3.37
522,karratha,6,AU,1639907503,28,-20.7377,116.8463,35.6,8.15
523,plainview,90,US,1639907504,83,40.7765,-73.4673,7.51,0.45
524,putina,100,PE,1639907505,78,-15.4667,-69.4333,7.13,2.25
525,salme,0,NP,1639907506,35,28.0369,85.0942,14.16,2.32
526,acajutla,57,SV,1639907507,75,13.5928,-89.8275,25.67,1.8
527,parintins,99,BR,1639907507,96,-2.6283,-56.7358,23.5,1.06
528,ahuimanu,75,US,1639907508,77,21.4447,-157.8378,23.84,5.14
529,greystones,9,IE,1639907509,76,53.1408,-6.0631,6.32,0.43
531,diamantino,100,BR,1639907482,96,-14.4086,-56.4461,22.71,1.33
532,jinchang,100,CN,1639907511,24,38.4953,102.1739,-0.56,1.58
533,cabedelo,99,BR,1639907511,68,-6.9811,-34.8339,24.37,5.14
534,port-gentil,40,GA,1639907512,74,-0.7193,8.7815,29.98,3.6
535,impfondo,100,CG,1639907513,71,1.6381,18.0667,27.39,1.21
536,fort nelson,40,CA,1639907514,69,58.8053,-122.7002,-30.23,1.03
537,san francisco,75,US,1639907346,85,37.7749,-122.4194,7.79,0.45
538,cerritos,1,US,1639907396,81,33.8583,-118.0648,16.04,0.0
539,keuruu,65,FI,1639907516,87,62.2667,24.7,-0.67,4.84
540,kachiry,100,KZ,1639907516,91,53.0675,76.1036,-4.48,5.46
541,pocone,100,BR,1639907517,95,-16.2567,-56.6228,23.58,1.81
542,seoul,0,KR,1639907224,64,37.5683,126.9778,4.69,2.06
543,oranjemund,69,NA,1639907518,59,-28.55,16.4333,22.06,6.16
544,mabaruma,100,GY,1639907519,99,8.2,-59.7833,22.51,0.95
545,farmington,1,US,1639907520,79,36.7281,-108.2187,-7.62,2.57
546,jining,100,CN,1639907521,38,35.405,116.5814,6.73,2.2
547,zlate moravce,98,SK,1639907521,79,48.3855,18.4006,7.2,0.89
548,reconquista,98,AR,1639907522,80,-29.15,-59.65,21.8,3.34
549,oudtshoorn,12,ZA,1639907400,29,-33.5907,22.2014,22.2,3.51
550,labuhan,73,ID,1639907584,71,-6.8844,112.2051,29.4,3.03
551,manokwari,59,ID,1639907585,78,-0.8667,134.0833,27.91,3.33
552,halifax,100,CA,1639907093,79,44.6453,-63.5724,-1.97,1.54
553,cap estate,67,LC,1639907586,75,14.0833,-60.95,25.79,8.48
554,linguere,0,SN,1639907587,60,15.3953,-15.1193,24.12,5.66
555,kant,3,IN,1639907588,26,27.8,79.8,18.71,3.92
556,meiringen,0,CH,1639907588,87,46.7268,8.184,1.69,1.04
557,campos altos,100,BR,1639907589,97,-19.6961,-46.1714,17.37,2.67
559,novyy urgal,92,RU,1639907590,99,51.0736,132.5642,-31.21,0.56
560,mareeba,16,AU,1639907591,82,-17.0,145.4333,24.4,2.29
561,saint-augustin,0,CA,1639907592,66,51.226,-58.6502,-12.0,8.2
563,stornoway,90,GB,1639907593,92,58.2093,-6.3865,6.98,1.54
564,oyama,5,JP,1639907594,32,36.3,139.8,9.21,0.96
566,santa lucia,20,ES,1639907596,64,27.9117,-15.5407,15.62,0.0
567,krasnoselkup,47,RU,1639907596,99,65.7,82.4667,-40.92,1.39
568,changji,39,CN,1639907597,85,44.0167,87.3167,-13.56,2.0
569,westport,90,US,1639907445,95,41.1415,-73.3579,7.09,1.34
570,olutanga,46,PH,1639907599,73,7.3106,122.8464,28.47,1.32
571,herat,100,AF,1639907599,20,34.5,62.0,15.75,6.13
572,seredka,100,RU,1639907600,92,58.1584,28.1858,-0.14,5.92
573,aksu,20,CN,1639907601,38,41.1231,80.2644,0.37,0.53
574,cockburn town,53,TC,1639907602,62,21.4612,-71.1419,26.08,9.4
575,zambezi,100,ZM,1639907602,82,-13.5432,23.1047,22.39,2.02
576,toppenish,94,US,1639907603,93,46.3774,-120.3087,4.36,1.5
577,talara,100,PE,1639907604,83,-4.5772,-81.2719,20.6,6.14
578,varhaug,32,NO,1639907605,69,58.6147,5.6457,5.27,15.63
579,lincoln,1,US,1639907520,86,40.8,-96.667,-7.9,0.89
580,skagen,3,DK,1639907606,67,57.7209,10.5839,4.59,9.16
581,warrenville,90,US,1639907607,71,41.8178,-88.1734,-0.2,1.54
582,alyangula,40,AU,1639907608,66,-13.8483,136.4192,31.93,5.66
584,sarangani,55,PH,1639907609,76,5.4033,125.4636,29.06,8.25
585,akonolinga,78,CM,1639907610,25,3.7667,12.25,31.8,1.65
586,guarda,97,PT,1639907610,71,40.5373,-7.2658,3.92,2.11
587,tabriz,20,IR,1639907611,65,38.08,46.2919,5.7,2.06
588,mormugao,1,IN,1639907612,40,15.4,73.8,29.91,1.2
589,njinikom,71,CM,1639907613,29,6.2333,10.2833,26.76,1.06
590,poronaysk,62,RU,1639907614,96,49.2167,143.1167,-22.02,2.65
592,sept-iles,75,CA,1639907615,75,50.2001,-66.3821,-13.86,1.34
593,nelson bay,97,AU,1639907616,72,-32.7167,152.15,23.95,0.89
594,lake charles,90,US,1639907617,92,30.2131,-93.2044,12.99,6.17
595,ulaangom,68,MN,1639907617,95,49.9811,92.0667,-20.6,1.09
596,tamisan,87,PH,1639907618,86,6.8437,126.2984,26.73,4.2
597,keti bandar,6,PK,1639907619,15,24.1447,67.4497,25.22,2.23
598,ust-tsilma,62,RU,1639907620,98,65.441,52.1498,-26.23,2.12
600,gobabis,8,NA,1639907681,25,-22.45,18.9667,30.42,6.22
601,inverness,75,GB,1639907682,98,57.4791,-4.224,4.99,0.45
602,lashio,15,MM,1639907683,68,22.9333,97.75,20.27,0.82
603,gimli,100,CA,1639907684,78,50.6336,-96.9907,-14.2,9.77
604,conceicao do araguaia,100,BR,1639907684,96,-8.2578,-49.2647,23.28,1.5
605,forbes,100,AU,1639907685,68,-33.3833,148.0167,20.51,5.07
606,tautira,96,PF,1639907686,80,-17.7333,-149.15,25.01,6.04
607,thinadhoo,74,MV,1639907687,74,0.5333,72.9333,27.48,1.83
608,charters towers,0,AU,1639907687,65,-20.1,146.2667,26.07,9.01
609,alanya,99,TR,1639907688,65,36.5438,31.9998,10.07,11.0
610,anloga,81,GH,1639907689,45,5.7947,0.8973,27.12,4.02
611,ankpa,39,NG,1639907690,21,7.3706,7.6253,29.9,4.62
